company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles
Riverside Industries Ltd,riverside-industries.example,Manufacturing,11-50,UK,Edinburgh,£1m-£10m,1999,Bootstrapped,No CRM,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,6
Lindenwood Data SAS,lindenwood-data.example,Software,51-200,FR,Paris,£10m-£50m,2009,Bootstrapped,Salesforce,under £5k,"[""LinkedIn Ads""]",False,0
Redwood Trading SAS,redwood-trading.example,Retail,201-1000,FR,Toulouse,£50m-£250m,1984,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Oakridge Works BV,oakridge-works.example,Manufacturing,11-50,NL,Rotterdam,under £1m,1995,Bootstrapped,Salesforce,none,[],False,0
Oldfield Works Inc,oldfield-works.example,Manufacturing,51-200,US,New York,£10m-£50m,2020,Series A,HubSpot,none,[],True,8
Highgate Freight Ltd,highgate-freight.example,Logistics,1-10,UK,Leeds,under £1m,2004,Seed,Spreadsheet,none,[],False,0
Yarrow Labs Inc,yarrow-labs.example,Software,11-50,US,Chicago,£1m-£10m,2015,Seed,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,3
Nimbus Labs BV,nimbus-labs.example,Software,51-200,NL,Utrecht,£10m-£50m,1999,Series B,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,12
Larkspur Care Inc,larkspur-care.example,Healthcare,1-10,US,Seattle,under £1m,2015,Bootstrapped,Pipedrive,none,[],True,1
Clearwater Haulage Ltd,clearwater-haulage.example,Logistics,1-10,UK,Leeds,under £1m,2015,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Kelvin Freight SAS,kelvin-freight.example,Logistics,201-1000,FR,Lyon,£50m-£250m,1973,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Zephyr Components Ltd,zephyr-components.example,Manufacturing,1-10,UK,Manchester,under £1m,2016,Bootstrapped,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Lindenwood Industries Inc,lindenwood-industries.example,Manufacturing,1-10,US,Chicago,under £1m,2022,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Saltmarsh Wealth GmbH,saltmarsh-wealth.example,Financial services,51-200,DE,Hamburg,£10m-£50m,2018,Bootstrapped,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Quartz Data Inc,quartz-data.example,Software,51-200,US,New York,£10m-£50m,2005,Series B,HubSpot,under £5k,"[""Google Ads""]",True,10
Quartz Health BV,quartz-health.example,Healthcare,1-10,NL,Rotterdam,under £1m,2007,Bootstrapped,No CRM,none,[],False,0
Vantage Fabrication SAS,vantage-fabrication.example,Manufacturing,201-1000,FR,Lyon,£50m-£250m,1995,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Yarrow Education SAS,yarrow-education.example,Education,51-200,FR,Lyon,£10m-£50m,2006,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Quartz Trading GmbH,quartz-trading.example,Retail,11-50,DE,Hamburg,£1m-£10m,1998,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Kingsway Stores Inc,kingsway-stores.example,Retail,11-50,US,Boston,£1m-£10m,2001,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Dovecote Wealth Ltd,dovecote-wealth.example,Financial services,51-200,UK,Leeds,£10m-£50m,2017,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Granite Retail BV,granite-retail.example,Retail,1000+,NL,Utrecht,£250m+,1985,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,59
Rosewood Recruitment Ltd,rosewood-recruitment.example,Professional services,201-1000,UK,Birmingham,£50m-£250m,2016,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,14
Bramble Freight Ltd,bramble-freight.example,Logistics,51-200,UK,Edinburgh,£10m-£50m,2024,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,10
Moorland Medical Inc,moorland-medical.example,Healthcare,11-50,US,San Francisco,£1m-£10m,2024,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Silverline Labs Inc,silverline-labs.example,Software,11-50,US,Boston,£10m-£50m,2003,Seed,HubSpot,under £5k,"[""TikTok Ads""]",True,6
Redwood Software Ltd,redwood-software.example,Software,51-200,UK,Birmingham,£10m-£50m,2016,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Tidewater Medical SAS,tidewater-medical.example,Healthcare,1-10,FR,Lyon,under £1m,2018,Bootstrapped,No CRM,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Nimbus Pharma Ltd,nimbus-pharma.example,Healthcare,51-200,UK,Edinburgh,£1m-£10m,2018,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,11
Stonebridge Fabrication Ltd,stonebridge-fabrication.example,Manufacturing,11-50,UK,Bristol,£1m-£10m,2011,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0
Beacon Lending Inc,beacon-lending.example,Financial services,11-50,US,Chicago,£1m-£10m,2016,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Silverline Medical BV,silverline-medical.example,Healthcare,201-1000,NL,Eindhoven,£50m-£250m,1966,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,18
Redwood Industries Ltd,redwood-industries.example,Manufacturing,11-50,UK,Manchester,£1m-£10m,2023,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Juniper Haulage Ltd,juniper-haulage.example,Logistics,1-10,UK,Leeds,under £1m,2002,Bootstrapped,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Valley Advisory BV,valley-advisory.example,Professional services,51-200,NL,Amsterdam,£10m-£50m,1995,Series B,Salesforce,under £5k,"[""Meta Ads""]",True,9
Falcon Wealth SAS,falcon-wealth.example,Financial services,51-200,FR,Paris,£10m-£50m,2013,Bootstrapped,Salesforce,none,[],True,4
Quayside Logistics BV,quayside-logistics.example,Logistics,201-1000,NL,Rotterdam,£250m+,1969,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,20
Riverside Transport SAS,riverside-transport.example,Logistics,201-1000,FR,Paris,£250m+,1992,Series B,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",False,0
Larkspur Finance Ltd,larkspur-finance.example,Financial services,11-50,UK,London,£10m-£50m,2009,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",False,0
Oldfield Consulting Ltd,oldfield-consulting.example,Professional services,1-10,UK,Edinburgh,£1m-£10m,2013,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Pebble Labs Inc,pebble-labs.example,Software,11-50,US,San Francisco,£1m-£10m,2009,Bootstrapped,Spreadsheet,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",False,0
Quayside Recruitment GmbH,quayside-recruitment.example,Professional services,201-1000,DE,Berlin,£50m-£250m,1983,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,30
Beacon Data Inc,beacon-data.example,Software,51-200,US,Austin,£10m-£50m,2018,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Heron Digital Inc,heron-digital.example,Software,51-200,US,Chicago,£10m-£50m,2008,Series A,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,7
Rosewood Data SAS,rosewood-data.example,Software,201-1000,FR,Toulouse,£50m-£250m,1983,Series B,Pipedrive,none,[],True,15
Orchard Components Ltd,orchard-components.example,Manufacturing,51-200,UK,Bristol,£10m-£50m,2021,Private equity,Spreadsheet,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,7
Cedar Software Inc,cedar-software.example,Software,51-200,US,San Francisco,£50m-£250m,2003,Series A,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Kingsway Finance BV,kingsway-finance.example,Financial services,11-50,NL,Rotterdam,£1m-£10m,1999,Seed,Pipedrive,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Stonebridge Wealth Inc,stonebridge-wealth.example,Financial services,201-1000,US,Austin,£50m-£250m,2019,Series C+,No CRM,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,13
Granite Pharma SAS,granite-pharma.example,Healthcare,11-50,FR,Toulouse,£1m-£10m,2023,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Heron Works Ltd,heron-works.example,Manufacturing,1-10,UK,Manchester,under £1m,1995,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Redwood Market BV,redwood-market.example,Retail,11-50,NL,Eindhoven,£1m-£10m,2015,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Elmstead Care Ltd,elmstead-care.example,Healthcare,201-1000,UK,Edinburgh,£50m-£250m,1979,Series C+,Pipedrive,under £5k,"[""Google Ads""]",False,0
Highgate Stores Ltd,highgate-stores.example,Retail,1-10,UK,Birmingham,under £1m,2008,Seed,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Granite Digital Inc,granite-digital.example,Software,201-1000,US,Seattle,£50m-£250m,1991,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,24
Bramble Capital GmbH,bramble-capital.example,Financial services,11-50,DE,Berlin,£1m-£10m,2000,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,5
Heron Retail Inc,heron-retail.example,Retail,1000+,US,Seattle,£250m+,2014,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,58
Inkwell Couriers Ltd,inkwell-couriers.example,Logistics,51-200,UK,Birmingham,£10m-£50m,2024,Series C+,Salesforce,under £5k,"[""Meta Ads""]",False,0
Dovecote Trading Ltd,dovecote-trading.example,Retail,11-50,UK,London,£1m-£10m,2003,Series A,HubSpot,under £5k,"[""TikTok Ads""]",True,4
Evergreen Pharma Ltd,evergreen-pharma.example,Healthcare,1-10,UK,Leeds,under £1m,2013,Bootstrapped,HubSpot,none,[],True,1
Aurora Insurance GmbH,aurora-insurance.example,Financial services,51-200,DE,Munich,£50m-£250m,2023,Series B,No CRM,under £5k,"[""Google Ads""]",False,0
Greystone Tutors GmbH,greystone-tutors.example,Education,1-10,DE,Hamburg,under £1m,2015,Series A,HubSpot,none,[],False,0
Kelvin Clinics GmbH,kelvin-clinics.example,Healthcare,11-50,DE,Hamburg,£1m-£10m,2001,Seed,Pipedrive,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",True,5
Willow Tutors Inc,willow-tutors.example,Education,1-10,US,New York,under £1m,2007,Bootstrapped,No CRM,under £5k,"[""Microsoft Ads""]",False,0
Cobalt Digital Ltd,cobalt-digital.example,Software,1-10,UK,Manchester,under £1m,2013,Seed,No CRM,under £5k,"[""Meta Ads""]",True,2
Orchard Care Inc,orchard-care.example,Healthcare,11-50,US,San Francisco,£1m-£10m,2007,Bootstrapped,HubSpot,none,[],False,0
Greystone Finance Ltd,greystone-finance.example,Financial services,1-10,UK,Birmingham,under £1m,2013,Seed,No CRM,none,[],False,0
Riverside Associates Inc,riverside-associates.example,Professional services,1000+,US,Austin,£250m+,1965,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,67
Kelvin Market Ltd,kelvin-market.example,Retail,1-10,UK,Birmingham,under £1m,2009,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Falcon Finance Inc,falcon-finance.example,Financial services,11-50,US,San Francisco,£1m-£10m,2019,Seed,Spreadsheet,none,[],False,0
Ironbridge College GmbH,ironbridge-college.example,Education,11-50,DE,Hamburg,£1m-£10m,1996,Bootstrapped,Pipedrive,none,[],True,6
Fernhill Couriers Inc,fernhill-couriers.example,Logistics,1000+,US,Chicago,£250m+,2020,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,59
Bluebell Accountants SAS,bluebell-accountants.example,Professional services,1000+,FR,Paris,£250m+,2014,Private equity,No CRM,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,50
Pebble Consulting Ltd,pebble-consulting.example,Professional services,51-200,UK,Edinburgh,£10m-£50m,2018,Bootstrapped,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,6
Vantage Cloud SAS,vantage-cloud.example,Software,11-50,FR,Lille,£1m-£10m,2005,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,2
Upland Works SAS,upland-works.example,Manufacturing,11-50,FR,Paris,£10m-£50m,2011,Series A,Spreadsheet,under £5k,"[""Microsoft Ads""]",False,0
Emberly Works SAS,emberly-works.example,Manufacturing,1-10,FR,Lille,under £1m,2005,Seed,Spreadsheet,none,[],False,0
Willow Lending SAS,willow-lending.example,Financial services,1-10,FR,Lyon,under £1m,2015,Seed,No CRM,under £5k,"[""LinkedIn Ads""]",False,0
Kestrel Tutors Inc,kestrel-tutors.example,Education,201-1000,US,Chicago,£50m-£250m,1969,Private equity,Pipedrive,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Willow Works SAS,willow-works.example,Manufacturing,51-200,FR,Toulouse,£10m-£50m,2003,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,11
Redwood Digital BV,redwood-digital.example,Software,1-10,NL,Rotterdam,under £1m,2023,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",False,0
Tidewater Clinics BV,tidewater-clinics.example,Healthcare,1-10,NL,Eindhoven,£1m-£10m,2022,Bootstrapped,Spreadsheet,none,[],False,0
Yarrow Learning Ltd,yarrow-learning.example,Education,1000+,UK,Manchester,£250m+,1987,Private equity,Salesforce,under £5k,"[""Meta Ads""]",True,58
Aurora Recruitment Inc,aurora-recruitment.example,Professional services,11-50,US,Boston,£1m-£10m,2023,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Keystone Insurance Ltd,keystone-insurance.example,Financial services,201-1000,UK,Birmingham,£50m-£250m,1977,Bootstrapped,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,21
Bramble Health Ltd,bramble-health.example,Healthcare,201-1000,UK,Edinburgh,£50m-£250m,1986,Private equity,HubSpot,none,[],False,0
Willow Learning Ltd,willow-learning.example,Education,51-200,UK,Edinburgh,£10m-£50m,2021,Series B,HubSpot,none,[],True,10
Hawthorn Advisory Inc,hawthorn-advisory.example,Professional services,1-10,US,New York,under £1m,2001,Seed,Spreadsheet,under £5k,"[""Google Ads""]",True,2
Tamarind Capital Ltd,tamarind-capital.example,Financial services,11-50,UK,Edinburgh,under £1m,2009,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",False,0
Pebble Retail Inc,pebble-retail.example,Retail,1-10,US,New York,under £1m,2006,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Stonebridge College Inc,stonebridge-college.example,Education,51-200,US,New York,£10m-£50m,2005,Series A,HubSpot,none,[],True,7
Lantern Trading GmbH,lantern-trading.example,Retail,201-1000,DE,Hamburg,£50m-£250m,1988,Series B,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Juniper Stores Inc,juniper-stores.example,Retail,51-200,US,Boston,£10m-£50m,2015,Bootstrapped,HubSpot,none,[],False,0
Aurora Engineering SAS,aurora-engineering.example,Manufacturing,11-50,FR,Lyon,under £1m,2021,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Glenmoor Logistics Ltd,glenmoor-logistics.example,Logistics,11-50,UK,Manchester,£1m-£10m,2012,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,5
Saltmarsh Partners SAS,saltmarsh-partners.example,Financial services,201-1000,FR,Lille,£50m-£250m,1971,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0
Kestrel Manufacturing SAS,kestrel-manufacturing.example,Manufacturing,11-50,FR,Lyon,£1m-£10m,2002,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Riverside Wealth SAS,riverside-wealth.example,Financial services,11-50,FR,Lille,£1m-£10m,2000,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0
Thornbury Couriers Ltd,thornbury-couriers.example,Logistics,11-50,UK,Birmingham,£1m-£10m,1999,Seed,Pipedrive,none,[],True,5
Silverline Capital GmbH,silverline-capital.example,Financial services,51-200,DE,Frankfurt,£10m-£50m,2008,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Larkspur Market GmbH,larkspur-market.example,Retail,201-1000,DE,Munich,£50m-£250m,2005,Series A,Pipedrive,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Bramble Lending SAS,bramble-lending.example,Financial services,11-50,FR,Lille,£1m-£10m,2011,Bootstrapped,Pipedrive,under £5k,"[""LinkedIn Ads""]",True,2
Highgate Engineering SAS,highgate-engineering.example,Manufacturing,1000+,FR,Paris,£250m+,1976,Series C+,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,53
Highgate Goods Inc,highgate-goods.example,Retail,51-200,US,New York,£1m-£10m,2000,Series B,Pipedrive,under £5k,"[""Microsoft Ads""]",False,0
Elmstead Medical GmbH,elmstead-medical.example,Healthcare,1-10,DE,Berlin,under £1m,2000,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Ironbridge Education Ltd,ironbridge-education.example,Education,201-1000,UK,London,£50m-£250m,2020,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,22
Silverline Freight Ltd,silverline-freight.example,Logistics,51-200,UK,Edinburgh,£10m-£50m,2012,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,8
Clearwater Health BV,clearwater-health.example,Healthcare,1-10,NL,Eindhoven,under £1m,1997,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Harbour Dental Inc,harbour-dental.example,Healthcare,51-200,US,New York,£1m-£10m,2003,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Pebble Transport GmbH,pebble-transport.example,Logistics,1-10,DE,Hamburg,under £1m,1996,Bootstrapped,Spreadsheet,none,[],True,1
Umber Works GmbH,umber-works.example,Manufacturing,11-50,DE,Hamburg,£1m-£10m,2014,Seed,HubSpot,under £5k,"[""Meta Ads""]",True,4
Northwind Tutors Ltd,northwind-tutors.example,Education,51-200,UK,Leeds,£10m-£50m,2008,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Granite Transport SAS,granite-transport.example,Logistics,201-1000,FR,Lille,£250m+,2012,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Foxglove Fabrication GmbH,foxglove-fabrication.example,Manufacturing,201-1000,DE,Frankfurt,£50m-£250m,2010,Series C+,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,19
Westbrook Tutors Ltd,westbrook-tutors.example,Education,51-200,UK,Edinburgh,£10m-£50m,2020,Series A,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,9
Ivywood Training SAS,ivywood-training.example,Education,51-200,FR,Lyon,£10m-£50m,1999,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Yarrow Goods Inc,yarrow-goods.example,Retail,1-10,US,New York,under £1m,2003,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",False,0
Emberly Transport Inc,emberly-transport.example,Logistics,1-10,US,San Francisco,£1m-£10m,2018,Seed,Spreadsheet,none,[],False,0
Beacon Care SAS,beacon-care.example,Healthcare,11-50,FR,Paris,£1m-£10m,1995,Series A,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Silverline Software GmbH,silverline-software.example,Software,1000+,DE,Frankfurt,£250m+,2014,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Foxglove Pharma GmbH,foxglove-pharma.example,Healthcare,51-200,DE,Berlin,£10m-£50m,2007,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,7
Moorland Engineering Ltd,moorland-engineering.example,Manufacturing,1-10,UK,London,£1m-£10m,1998,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Pebble Digital Ltd,pebble-digital.example,Software,1-10,UK,Leeds,under £1m,2019,Seed,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Elmstead Outfitters GmbH,elmstead-outfitters.example,Retail,201-1000,DE,Berlin,£50m-£250m,1991,Series B,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,24
Harbour Health Inc,harbour-health.example,Healthcare,51-200,US,San Francisco,£10m-£50m,2006,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Norfolk Manufacturing SAS,norfolk-manufacturing.example,Manufacturing,1000+,FR,Toulouse,£250m+,2011,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,60
Nettlefield Works BV,nettlefield-works.example,Manufacturing,11-50,NL,Amsterdam,£1m-£10m,2019,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Valley Data SAS,valley-data.example,Software,201-1000,FR,Paris,£50m-£250m,1984,Series A,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Lindenwood Market Ltd,lindenwood-market.example,Retail,11-50,UK,Edinburgh,£1m-£10m,2009,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,3
Pennine Components Ltd,pennine-components.example,Manufacturing,11-50,UK,Bristol,£1m-£10m,2006,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Hawthorn Manufacturing BV,hawthorn-manufacturing.example,Manufacturing,201-1000,NL,Amsterdam,£50m-£250m,1982,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Larkspur Industries BV,larkspur-industries.example,Manufacturing,51-200,NL,Amsterdam,£10m-£50m,2009,Series A,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,8
Quartz Haulage GmbH,quartz-haulage.example,Logistics,1-10,DE,Frankfurt,under £1m,2009,Seed,Pipedrive,under £5k,"[""Google Ads""]",False,0
Harbour Education GmbH,harbour-education.example,Education,51-200,DE,Hamburg,£50m-£250m,2023,Series B,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,9
Cobalt Outfitters GmbH,cobalt-outfitters.example,Retail,11-50,DE,Hamburg,£1m-£10m,2022,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Emberly Associates Ltd,emberly-associates.example,Professional services,51-200,UK,Birmingham,£1m-£10m,2009,Bootstrapped,HubSpot,none,[],False,0
Pinecrest Outfitters Ltd,pinecrest-outfitters.example,Retail,1-10,UK,Birmingham,under £1m,2013,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Ironbridge Care Ltd,ironbridge-care.example,Healthcare,201-1000,UK,Birmingham,£250m+,1973,Series C+,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,19
Heron Associates Ltd,heron-associates.example,Professional services,11-50,UK,Edinburgh,£10m-£50m,2000,Series A,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Harbour Capital SAS,harbour-capital.example,Financial services,51-200,FR,Paris,£10m-£50m,2009,Seed,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Pebble Accountants Inc,pebble-accountants.example,Professional services,11-50,US,Boston,£10m-£50m,2002,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Pennine Market SAS,pennine-market.example,Retail,51-200,FR,Lyon,£10m-£50m,2015,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Elmstead Tutors SAS,elmstead-tutors.example,Education,51-200,FR,Lille,£10m-£50m,2022,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,7
Glenmoor Digital Inc,glenmoor-digital.example,Software,1-10,US,San Francisco,under £1m,2004,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",True,3
Quartz Software SAS,quartz-software.example,Software,1-10,FR,Paris,under £1m,2013,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Thornbury Finance BV,thornbury-finance.example,Financial services,1-10,NL,Eindhoven,under £1m,1996,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Jasper College SAS,jasper-college.example,Education,11-50,FR,Lille,£1m-£10m,2006,Seed,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Lantern Clinics Ltd,lantern-clinics.example,Healthcare,51-200,UK,Manchester,£10m-£50m,2003,Series A,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Inkwell Shipping Ltd,inkwell-shipping.example,Logistics,1000+,UK,Bristol,£250m+,1998,Series C+,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Emberly Labs Ltd,emberly-labs.example,Software,51-200,UK,Leeds,£10m-£50m,2017,Series B,Pipedrive,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Stonebridge Trading BV,stonebridge-trading.example,Retail,1-10,NL,Amsterdam,under £1m,2001,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Ironbridge Haulage Ltd,ironbridge-haulage.example,Logistics,11-50,UK,Birmingham,£1m-£10m,2004,Series A,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Harbour Consulting Ltd,harbour-consulting.example,Professional services,1-10,UK,London,under £1m,2007,Seed,Spreadsheet,under £5k,"[""Microsoft Ads""]",True,1
