lead_id,is_real_business,persona,problem_specificity,urgency,brief_fit,reason,status,error,card_hash,brief_hash,prompt_version,model_id
L03467,yes,buyer,vague,none,weak,"Real education company, but no problem stated. Operations role unlikely buyer for ad attribution tool.",ok,,c8670b2518036922e92bcf7d06593b5b9f4ee6c5a82f2e8897da2a114f7dadf8,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03469,unclear,buyer,vague,none,partial,"Real company signals present, but problem statement is generic. No specifics on ad spend, CRM, or timeline. Sales Manager is plausible buyer persona.",ok,,5681f10f72550c1cff8a90717c6a50eb1daa54226fd765115781da0a96fa9a1c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03472,unclear,buyer,boilerplate,none,weak,Minimal effort submission with typo. No concrete problem stated. Cannot assess if they advertise or have sales process.,ok,,3b763e7294625c8d9d59e4faedfe110d65077c5e23fd4fc818a241a0a9354598,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03473,unclear,unclear,boilerplate,none,none,"Generic marketing copy with no company name, job title, or concrete problem. Cannot verify if real business or if they advertise.",ok,,57c351838750c6c105a101c020744a2679100c97896275083f03e07693dda1dd,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03483,yes,buyer,specific,this_quarter,partial,Real B2B company with budget and timeline. Retail focus and coordinator role suggest lower decision-making authority than ideal buyer persona.,ok,,7971674a854550b0e25bf6c6f0b7f611d9d28766f72e0f88d1cd30304a98e618,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03486,yes,buyer,specific,this_quarter,strong,"Real B2B company, marketing leader with concrete tracking problem and October deadline. Clear fit for EMVA's conversion value solution.",ok,,09a5236555b15be5298b0e25a93fe8ba8eb7801f1154cd8cf8ec492a3e81edf3,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03491,unclear,unclear,specific,none,strong,"Specific problem (lead quality tracking) matches our product well, but no company name or job title provided. Email domain suggests a real business.",ok,,dcf040f5709e476e08449620355363355e1c3a2c5e2b85047acef506ea26df3e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03502,yes,competitor,specific,this_quarter,none,"Competitor at scoring vendor seeking to compare approaches, not a buyer evaluating for their own use.",ok,,253c3a690ddb1d87c87c06e6c1c446b0e7b6b06655568c59df8a3b02dae641a1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03503,yes,competitor,specific,this_quarter,none,Competitor building rival product. Not a buyer—they're evaluating us to benchmark against their own solution.,ok,,6a5bd8737cbd56e4650840693baa49ff155ef5607c138a4d8b2a551a924c42f4,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03504,unclear,buyer,boilerplate,none,weak,Minimal problem description ('bonjour'). Company name suggests real business but no concrete pain point or ad spend mentioned.,ok,,a52e2c1e736b46b9f715b3e5c1cb3e74255506b99f607b433fe49ba9a293e50b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03505,unclear,unclear,vague,none,weak,"No company name, job title, or problem stated. Email domain suggests healthcare/care sector, unlikely to be B2B ad spender.",ok,,fd2611777ee3a6fb63014068e1e20f1baaf15661d81fd0d5c9983991354ac0ae,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03508,yes,buyer,vague,none,weak,"Real B2B company with marketing leadership, but tutoring is B2C. LinkedIn spend optimization doesn't match EMVA's lead scoring and CRM-to-ads focus.",ok,,fc31a51a9531c82f442b7b48d58d1a0714439b2c7d1e479362100c53ef8c3263,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03514,yes,buyer,vague,none,partial,"Real insurance company, marketing role fits buyer persona, but request is generic with no specific problem stated.",ok,,3c6bac5836abdd3034d335177c0a9af88601b22ec524006185425020cbbfb8df,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03517,unclear,unclear,specific,researching,partial,"Specific CRM-to-ads sync problem matches our product, but no company name, title, or business verification. Outlook domain suggests personal email.",ok,,db2aec9246e59ad411c5a7709d5dc7f8dbf8bb14493ef1ce5dfd5e7d8c15c913,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03521,unclear,unclear,vague,none,none,"Minimal information provided. No company name, job title, or meaningful problem statement. Email domain suggests a business but insufficient detail to qualify.",ok,,1dd5cf7706517c81d0c5315c98f649a48278e3c7194253cf0a621f4f84529c2a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03525,unclear,unclear,specific,this_quarter,partial,"Specific Q4 lead scoring problem, but no company name, job title, or business domain provided. Cannot verify legitimacy.",ok,,b377029045d5ef80d7cc5fe1cfd4e96aaf188faa4a327f39659617e68ab57ae9,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03528,yes,buyer,specific,now,none,"Nonprofit housing association doesn't fit brief: we sell to B2B companies with paid ads (Google, Meta, LinkedIn). Nonprofits don't typically run paid lead gen campaigns.",ok,,0eb666bbed6068b9b355085c637a7080db3f7aeb5ec4e5dd68825095fde8ddab,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03530,unclear,nonprofit,vague,none,none,"Nonprofit charity with donation-funded model. No paid ad spend or sales team indicated. Problem is vague reporting issue, not lead quality/attribution.",ok,,9b1c3f1a815523f7ee584179b39110233f3daf448cc25f51435b1f421ef8523f,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03535,unclear,vendor,boilerplate,none,none,"Vendor pitching services with generic marketing copy. No company name, title, or concrete problem. Not a buyer.",ok,,dc2db122cb8b9c69d60c85cf60e541d92a0f33d0e712898011938e1809e1b14d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03536,yes,buyer,vague,researching,weak,"Real accounting firm, but vague inquiry with no mention of ads, leads, or attribution challenges.",ok,,80d44c74d6db27f6c59458230982c2f7972575446a64b943cf445a90052dc7ca,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03547,no,unclear,specific,this_quarter,none,Freelance operation with 2-person team unlikely to have sales process or meaningful ad spend to justify EMVA.,ok,,ec35bab99d781f89e4a0aa889624d9048489e07ace32030f3a9e19c2baebbf56,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03548,unclear,competitor,specific,researching,weak,Competitor researching our approach. Tutoring unlikely to be B2B ad-driven sales model with traditional CRM pipeline.,ok,,0d89eaa7220dc9b13b615f22fa10888a57cc8073549e32bc12563b7c268c4fed,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03549,unclear,buyer,vague,none,weak,"Vague problem statement ('need information') lacks specificity about ads, leads, or attribution. Cannot assess if they actually run paid ads.",ok,,8c6d406440381e7d546b5f5595702153c1923dea3b9211d50a805313f2c34096,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03554,unclear,competitor,specific,this_quarter,none,Competitor with similar product seeking onboarding details. No company info or genuine buyer intent.,ok,,3b23cadc2c3431dc0d5d4e07dea50ab815ebaeeea279b2feaccab9c32d96e5e2,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03556,no,unclear,vague,none,none,"No company name, no job title, hotmail email, and 'more info' is not a problem statement.",ok,,c089a693aa9696cbc0b683b0a7bcb125616487e2df091251cbb156d11ebef547,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03558,no,nonprofit,vague,this_quarter,none,"Nonprofit foundation, not a B2B advertiser. Company name (shipping) doesn't match nonprofit mission. No ad spend or lead generation mentioned.",ok,,9962149acafd711f765e2ebff04c3075511840473b857d8b9cb764277c92edad,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03560,unclear,buyer,specific,none,partial,Sales rep at Greystone Systems has concrete problem (campaign attribution). Yahoo email domain raises authenticity concerns. No urgency or budget signals.,ok,,e9a3bc271432f375f354eda6bf5656567f5ee4d84676b4261f081a0d703f361d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03568,yes,vendor,boilerplate,none,none,"Vendor pitching generic services. No mention of paid ads, leads, or attribution—not a buyer.",ok,,b1fb008f07ff2213dc7eca4c980a101d3511468d55712e82607b630cff86ab07,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03589,unclear,agency_pitching,vague,none,none,"Agency pitching their services, not a buyer. Problem statement is generic. Unclear if they represent a real pharma company or are soliciting us.",ok,,f7ee0ac45fdaaa5b0fd1d5b9fd503359b4e160b38af174d592a25eacd7b7d3b0,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03591,unclear,buyer,specific,none,partial,"Specific problem and budget match our buyer, but no company name and hotmail email raise legitimacy concerns.",ok,,e4bc18382fe7a0656a2f11c95f36e208cb14b1f296d0eed9e5ba14cfaa801209,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03592,unclear,vendor,boilerplate,none,none,Recruitment firm seeking info on EMVA; unclear if they advertise B2B leads or are pitching services to us.,ok,,a9f71a93162cf4ddad483c6a76943f8ea0babd1a48d190e8434884e2ca536b20,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03625,yes,buyer,specific,this_quarter,weak,"Real B2B company with sales team and timeline, but dental practice unlikely to run paid ads or need lead scoring at this scale.",ok,,44dc225a3db86e85d5ad65dd90907ec541ca390ab810ab5d08d42eb6496b0e0e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03627,yes,buyer,specific,researching,strong,"Real B2B company with concrete LinkedIn ROI problem. Missing company name and title details, but domain suggests manufacturing/components business likely using paid ads.",ok,,c4b6854cb9ea8f8a5367399edeb4ebc68cf9bbcaf5e6e60b92f18ec8a57301d5,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03632,unclear,vendor,boilerplate,none,none,"Vendor pitching their B2B contact list service, not a buyer. No company details, gmail domain, generic language.",ok,,e1fe41acdad2e07ca012371beb47ac778bdd822cf13f6ad983045e918cff9af7,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03637,yes,buyer,vague,none,weak,Dental practice unlikely to run B2B paid ads or have sales team. Problem stated generically in French without specifics.,ok,,aef6137932e52fc236fb8dbd46a229964bec857e53a3eb2957abb7375baf736d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03639,yes,buyer,specific,this_quarter,strong,"Real accounting firm, Director of Sales, concrete budget and timeline for attribution setup. Clear fit for EMVA's value proposition.",ok,,b7be768836c4dd90225f743cf27ef72889c7f6f417fc7a761fa13029061e9c76,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03642,unclear,unclear,vague,none,weak,"No company name, job title, or problem details provided. Email domain suggests a business but insufficient information to qualify.",ok,,3ac7bf48fd429cbeb87d57bde3cb81023655b05fd8a07c9586c209befe8d17c1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03649,unclear,buyer,vague,none,partial,"CEO at plausible B2B company interested in lead quality, but vague problem statement and example domain raises authenticity concerns.",ok,,b7144ca3aa7f96708fb4fd462e78bc69f3414da066abb20aebc47caa3bda0cb5,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03650,unclear,agency_pitching,vague,none,none,"Agency pitching services, not a buyer. No company details, no ad spend, no CRM/sales process mentioned.",ok,,33dd1e63c5ec2aadbc695ee6729725025bc58085f51679f5f9ae6c5a53e50ddb,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03658,unclear,buyer,specific,researching,partial,"Real CRM-to-ads problem, but hotmail email and 'Assistant' title suggest small/solo operation. Unclear if they run paid ads.",ok,,5ebff6a0e8af867531851dcdbc088356c233a5d6a801590f9af74c85c0e96f5b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03660,no,nonprofit,specific,researching,none,Nonprofit housing association. EMVA targets B2B companies with paid ads and sales teams generating revenue-based leads. Nonprofits don't fit the buyer profile.,ok,,dd9756a2ea45288206a032e45fd8361bb511def4bfc729e7f42c1f2004624cae,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03669,no,student,specific,none,none,"Student with no company affiliation. Despite mentioning a real problem, lacks business legitimacy and decision-making authority.",ok,,c510985d683241bb4271f82e5fa5ee4b560c2ed5e2d986910a82f24f97eaa830,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03672,yes,buyer,specific,this_quarter,strong,Demand Gen Manager at real company with concrete Q3 lead scoring goal for 91-person SDR team. Clear fit for EMVA's value.,ok,,a1f6c46efb3e622e363823e58e32c4da95af82aa64aa6abb69a9d1ed65963b1d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03680,unclear,unclear,vague,none,weak,"No company name, job title, or problem stated. Only email domain provided; insufficient information to qualify.",ok,,28655726deb54c8b677c5f534a82e870124cda57f7e3037139eebb5a9098530d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03683,yes,buyer,specific,this_quarter,partial,"Real fabrication company with concrete Q3 deadline and lead scoring need. Missing: company name, title, ad spend details, sales process confirmation.",ok,,a80683977fdd6dde128816b3aaa13c5654cbb259af433355ea01b71d9dcd0199,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03690,unclear,competitor,specific,this_quarter,none,Competitor evaluating our product. No company name provided. Unclear if they actually run paid ads or have sales teams.,ok,,c056d4586ad8474f88684fe2062851d80d5aa88939b3e30f803e2a7f2bc061b7,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03692,unclear,unclear,vague,none,partial,"Mentions paid social reporting but no company, title, or business context. Gmail domain suggests personal account. Insufficient information to qualify.",ok,,d5d2d55f6752b5f68dcdc11feeaa8be6f7ae85e4f8f798748f80cf619fe83a4c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03697,unclear,job_seeker,boilerplate,none,none,"Job seeker asking about employment, not a buyer evaluating our product. Budget mention appears generic filler.",ok,,b902271ef6a7702df544c7c91afbf7a88bc3f72d71f08fa602ee86fa88104e5a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03700,no,unclear,specific,researching,none,"Freelancer with yahoo email, not a B2B company with paid ads budget or sales team infrastructure.",ok,,d0c787f21034cae3c173d4d34dcdcb2a435706c62bd89e83530ce34eae20c6ff,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03702,unclear,job_seeker,vague,none,none,"Job seeker seeking employment, not a buyer evaluating EMVA for their organization's lead scoring needs.",ok,,9a1c24afa8045f95d9220beb749823325247a24665e029792fdc516a5ea27bf1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03710,unclear,buyer,vague,none,weak,"Head of Growth at trading company, but 'need information' is too vague. No mention of ads, leads, or attribution pain.",ok,,7f505e4f39932f50535c309835e5ad4876537a7c20b4902047e4cecc122749bb,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03719,yes,buyer,vague,none,weak,"Real haulage company with sales role, but no problem stated. Unclear if they run paid ads or need lead scoring.",ok,,dfc69908b6965d0bc244e26cfa2a27a11d442bc39e58498539524605e4f98630,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03730,yes,buyer,vague,none,partial,"Insurance company with marketing leadership, but problem statement is generic mission language, not specific pain point about lead quality or ad attribution.",ok,,2789bdb9f557bc8ab7f3d74bc4415ae3060f4f2477abf7240f4ea8c6d6d03143,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03737,yes,buyer,specific,now,strong,"Real B2B company with concrete attribution problem, significant ad spend, and operations role suggesting sales infrastructure.",ok,,0b765003fb9f9dfedc1665fbbfeffe796b6c0edcaad69018481ecd192fc029ae,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03738,yes,buyer,vague,none,weak,"Real haulage company, but vague problem statement. No mention of paid ads, lead generation, or sales process.",ok,,121e13f55820fca69cdfa7cfdda0ced2f99d1b394912069d5db14fe9088dd0f8,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03742,unclear,buyer,specific,this_quarter,partial,"Specific tracking problem and deadline, but 'Beacon Learning' suggests educational/nonprofit focus, unclear if B2B ads buyer.",ok,,c8ba2bf80eee40c6f525486818d57cc44291c9d75e4b70518b5aa37ced6f79b7,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03748,no,nonprofit,specific,none,none,Nonprofit animal rescue doesn't fit brief. No paid ads for B2B lead generation or sales process.,ok,,e7cb5c499995ab317289dcf6a3d61a1c5826d09765d39aa5440f3bc271b6901e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03754,yes,competitor,vague,none,none,"Competitor in lead scoring space seeking comparison, not a buyer evaluating for their own use.",ok,,7da8523706ed5e89916377743ba5eb7340447d8c8f384e179fe6c33ccf162e1c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03756,yes,buyer,vague,none,weak,"Real accounting firm with marketing leader, but 'need information' is too vague. No mention of ads, leads, or attribution pain.",ok,,ba803b92f4776c6f626f861ab24853c2a89efabc9e4a44f1a5cc6c19077c7ff5,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03776,unclear,unclear,vague,none,weak,"Minimal information provided. 'infl' is incomplete/unclear. No company name, title, or context about advertising spend or lead quality issues.",ok,,7495a0a23536d64c16bddf79607f14f375cbb1e42dc7268e028e104b1d921179,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03782,unclear,unclear,vague,none,weak,"No company name, job title, or problem details provided. Email domain suggests retail, not typical B2B SaaS buyer.",ok,,8cbd43fdd994b31ff1184032f017b413a79c5664869abd2934ea0c50470714ef,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03786,no,unclear,vague,none,none,"No company name, vague problem statement, iCloud email suggests personal account, not business infrastructure.",ok,,4a1db91c5110b697c56c20f7b2286e6bcb24cccaea8a5104f09804866f328cfa,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03792,yes,buyer,vague,now,weak,"Demand Gen Manager at medical company, but request is about seat licensing, not lead scoring or ad attribution.",ok,,5ee7c0b9c6fd4cb0c3395b796aa8c17ce2aeb0d63b95a70d2ab02fd04e50da9c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03794,unclear,unclear,vague,none,weak,"No company name, job title, or concrete problem stated. Generic 'looking for info' with only email domain provided.",ok,,d341b8d7d5a29937418e08133e1d176bba58831c30d629ef63a9a09f168ea441,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03795,yes,job_seeker,vague,this_quarter,none,"Job seeker preparing for interview, not a buyer evaluating for their own organization.",ok,,d7df757d66756b1f6252980630b9bf2637482ee94298226a641bf580e1028407,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03799,no,unclear,boilerplate,none,none,"No company name, generic greeting, no problem stated, gmail domain suggests personal account.",ok,,2d3e64dafdfdf1eb79c98323453c352a84f33b8991c494627b2f55e29d1cb352,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03801,yes,buyer,specific,researching,strong,Real B2B company seeking CRM-to-ads integration. Specific problem matches EMVA's core value. No urgency signal yet.,ok,,ddc56c990db8df5f3b7ac650a496d9a933fc465b6378dc430ec38147216756e4,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03808,unclear,buyer,specific,none,partial,"Real problem (campaign attribution) but unclear if B2B, advertising spend unknown, example domain raises verification concerns.",ok,,eb6f5843599cb8fda174e7e166149ff0b0b368d5ea8abf338e239c76ee2401e3,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03815,unclear,unclear,specific,this_quarter,partial,"Specific problem and budget signal genuine need, but missing company name and non-corporate email domain raise authenticity concerns.",ok,,996518e605bc5153996567c646b8d313af43e96bc3072a45db3d2b1d6246ff3a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03834,yes,job_seeker,vague,none,none,"Job seeker looking for employment, not a buyer evaluating our product for their organization.",ok,,fe0eefbd9f27b7647caead6d12aae3c8f94f6b7054bf4d2606f0b87a77c549dc,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03835,unclear,buyer,vague,none,weak,Company name appears fabricated (example domain). Problem statement 'infs' is unintelligible. Cannot verify legitimacy or actual need.,ok,,50f15e7b8be5c20fdc41ab849f9d426486d40d58b1a90d6fce3397556d6095c1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03844,unclear,unclear,vague,this_quarter,partial,"Mentions lead scoring need and deadline, but no company name, vague role, generic email domain, unclear if they run paid ads.",ok,,961dfa892e52da24ec0dca0306415db589bf5aa5e054e53469df8b3c9f4a0f43,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03851,yes,buyer,specific,none,partial,Real B2B company with concrete lead quality problem from Meta ads. Assistant role and no urgency signals limit fit.,ok,,2e3e85c58fc34ecf8a531ad6781bfadc46edb3f453d037dfdc124e048d56f38c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03853,yes,nonprofit,specific,researching,none,Nonprofit foundation without paid advertising budget. EMVA targets B2B companies with paid ad spend and sales teams.,ok,,86a62a288d18fa6f1a9a897343fd4f3d2f346cc6dd089dec72eb80ec86a03914,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03863,yes,buyer,specific,none,strong,CEO at software company with concrete attribution problem: tracking campaign quality. Matches ideal buyer profile and pain point.,ok,,b9f57431a56accdc87f24595081151d323f135954941587a05d787bf580a72d7,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03865,yes,buyer,vague,none,partial,"Real finance company with marketing role, but problem statement is generic. No mention of lead generation, CRM, or ad spend specifics.",ok,,a8c871c4ea74cef9b742d125ad594b63af0161ed528efed9860179d6941c3d51,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03868,yes,buyer,specific,none,strong,Real B2B company with concrete lead quality problem from Meta ads. Sales team pain point matches our ideal buyer profile.,ok,,5c61c1d50ed4015a470cdba9fa85ed45b1aae29db46008d086f7fca6f277d140,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03872,no,unclear,specific,none,none,"No company name provided; iCloud email suggests personal account, not business. Cannot verify real B2B operation.",ok,,e554e962a560fdb57304520d862b4bfa402676d83c798034eb900d124f385003,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03886,no,unclear,specific,none,none,"No company name, blank job title, and yahoo email domain suggest personal account, not business representative.",ok,,0ab5b44d8e8600ca2852104000ad691e4924ba5c0efb740ba14124f4428357a7,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03899,yes,competitor,specific,this_quarter,none,Competitor building similar lead scoring product. Not a buyer of our service.,ok,,7b3c66425ae68def3f48666b724b888fc4aca1a521837990eefe6c2885789186,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03915,unclear,unclear,boilerplate,none,none,"No company name, job title, or problem statement provided. Email domain suggests a legal firm, but insufficient information to qualify.",ok,,f896f503f047bbae14b502223ea3dc3773523687442f62cb65ce1d2fb1363648,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03933,no,job_seeker,vague,none,none,"Job seeker recently made redundant, no company affiliation, no real business context.",ok,,61d403967e0555e235e0c7406b0bb35d75986bd7576a39ba1668295fb8f48762,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03936,yes,nonprofit,specific,none,none,"Nonprofit relying on grants, not B2B paid ads generating inbound leads for sales teams.",ok,,e72647836acba4bd01bccbcf292f7cb0dc7e5427be21eed6fabdaa7ef300e184,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03946,yes,buyer,boilerplate,none,weak,"Real freight company, but message is generic marketing copy with no concrete problem, ad spend, or attribution pain.",ok,,454dbd80c883abad8a9eca4af3ee0fe1d970a921edf1928f13659aa59a66dfe5,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03947,unclear,job_seeker,vague,none,none,"Asking to forward resume to recruiter. No company details, no ad spend context, no sales process mentioned.",ok,,a4de4bc902ac415a3d7c2d1a345d9768ea3497435dd931fe7e549b9af7c77cb9,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03952,yes,buyer,specific,researching,weak,Nonprofit housing association doesn't fit B2B paid ads buyer profile. No commercial sales process or revenue tracking need.,ok,,4a62480d28451d42d8b5ff213e6805656eae696ab9fb9f878512e1a522a4bbfa,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03957,yes,buyer,specific,none,partial,Real haulage company with sales role seeking campaign attribution. Unclear if they run paid ads or have CRM integration capability.,ok,,6b8d200f5550ee827633eb159015881476fad4418d779bf5a80a5fb5b56c0c8c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L03983,no,unclear,boilerplate,none,none,"No company name, vague problem statement, gmail email, no business context or ad spend signals.",ok,,0a1f869757fd448f16b42b392b07b5def8179a55173a18de23ac666a05d739e3,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04000,unclear,agency_pitching,boilerplate,none,none,"Generic digital transformation pitch with no mention of ads, leads, or attribution. Sounds like agency offering services, not a buyer with a problem.",ok,,19b4e02a883864ad229686cb566cfa150a4c1d18607e05708960458df177dc7a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04003,unclear,unclear,specific,this_quarter,partial,"Specific tracking problem and deadline, but no company name, job title, or business email raises credibility concerns.",ok,,759afb0ecdcc8fd364a610e591d80dee294661a0d6aa15e1a32090a50436fe6c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04007,no,student,unrelated,none,none,"No company, job title, or problem stated. Email domain suggests educational institution, not B2B advertiser.",ok,,6e8909b816880fd7cfe196a5970da42e4ddd45122fe07b7d7091d8908beb6f55,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04024,yes,agency_pitching,boilerplate,none,none,"Agency pitching landing page services, not evaluating lead scoring. Wrong persona for our product.",ok,,e30e46248cbeda484341d0a72ed03eb76871aeb169454347a1e9ad41895d44bf,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04030,unclear,unclear,vague,none,weak,"No company name, job title, or problem statement provided. Only email domain suggests possible business existence.",ok,,c07e12e885493851a85ee1258ede24edb2c7e6e0a0a051a07b789ac31be23b54,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04058,unclear,unclear,vague,none,none,"No company name provided, no problem stated, no ad spend mentioned, no sales process indicated. Generic service provider language.",ok,,ace491d49aff4b984af61c44fd46e4cb285a82f5db5f54aeff6ad2ac91889263,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04059,unclear,buyer,specific,researching,partial,"Specific problem (campaign quality tracking) matches our product, but no company name, title, or urgency signals. Email domain suggests real business.",ok,,1fe7d8d0077aa2c593cfea89cd46a14f14b23e3b7ddf22d4f5435dee6d7cb22f,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04060,unclear,unclear,specific,this_quarter,strong,"Specific attribution problem, approved budget, right timing. But no company name or job title raises verification concerns.",ok,,ff8baa1210ce2ede94b7cf879cb0c58dee1756328121c1e123c5718dcd5f7bca,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L04063,no,unclear,vague,none,weak,"No company name, personal email domain, vague problem statement. Cannot verify real business or paid ad spend.",ok,,9a1a2b8183b830f6e3a535709f60bba4702d5f59ad5b542615d7e4e523c23b4b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
