company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles,emitted_domain,domain_in_companies_csv
Bluebell Finance Ltd,bluebell-finance.example,Financial services,201-1000,UK,Edinburgh,£50m-£250m,1977,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,22,bluebellfina-group.example,False
Northwind Goods Inc,northwind-goods.example,Retail,51-200,US,Chicago,£10m-£50m,2002,Series B,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4,northwind-goods.example,True
Stonebridge Retail BV,stonebridge-retail.example,Retail,11-50,NL,Rotterdam,£1m-£10m,2005,Series A,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,stonebridgereta-group.example,False
Upland Cloud Ltd,upland-cloud.example,Software,11-50,UK,Manchester,under £1m,2021,Series A,Spreadsheet,under £5k,"[""TikTok Ads""]",False,0,uplandclou-group.example,False
Yarrow Manufacturing Ltd,yarrow-manufacturing.example,Manufacturing,11-50,UK,Manchester,£1m-£10m,1997,Bootstrapped,HubSpot,none,[],False,0,yarrowmanu-group.example,False
Zephyr Legal Ltd,zephyr-legal.example,Professional services,201-1000,UK,London,£50m-£250m,1966,Series C+,Salesforce,none,[],True,21,zephyr-legal.example,True
Nimbus Advisory Ltd,nimbus-advisory.example,Professional services,1-10,UK,Bristol,under £1m,2020,Seed,HubSpot,none,[],False,0,nimbusadvi-group.example,False
Riverside Recruitment Inc,riverside-recruitment.example,Professional services,51-200,US,New York,£10m-£50m,2021,Series A,Salesforce,under £5k,"[""Meta Ads""]",False,0,riverside-recruitment.example,True
Greystone Software Ltd,greystone-software.example,Software,11-50,UK,Manchester,under £1m,2017,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,greystone-software.example,True
Nettlefield Finance BV,nettlefield-finance.example,Financial services,51-200,NL,Amsterdam,£10m-£50m,2021,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,14,nettlefield-finance.example,True
Upland Clinics Ltd,upland-clinics.example,Healthcare,1-10,UK,Bristol,under £1m,2000,Seed,HubSpot,under £5k,"[""Meta Ads""]",False,0,upland-clinics.example,True
Highgate Couriers Ltd,highgate-couriers.example,Logistics,11-50,UK,Birmingham,£1m-£10m,2020,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",False,0,highgate-couriers.example,True
Willow Learning Ltd,willow-learning.example,Education,51-200,UK,Manchester,£10m-£50m,2014,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,13,willow-learning.example,True
Fernhill Care Ltd,fernhill-care.example,Healthcare,1-10,UK,Edinburgh,£1m-£10m,2022,Bootstrapped,No CRM,under £5k,"[""Microsoft Ads""]",False,0,fernhill-care.example,True
Emberly Partners BV,emberly-partners.example,Financial services,1-10,NL,Utrecht,under £1m,2023,Bootstrapped,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,emberly-partners.example,True
Tamarind Insurance Inc,tamarind-insurance.example,Financial services,11-50,US,San Francisco,£1m-£10m,1996,Seed,HubSpot,under £5k,"[""Microsoft Ads""]",True,3,tamarindinsu-group.example,False
Oldfield Digital Ltd,oldfield-digital.example,Software,1-10,UK,London,under £1m,2019,Bootstrapped,No CRM,none,[],False,0,oldfield-digital.example,True
Inkwell Consulting Ltd,inkwell-consulting.example,Professional services,1-10,UK,Leeds,under £1m,2000,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0,inkwell-consulting.example,True
Clearwater Fabrication SAS,clearwater-fabrication.example,Manufacturing,1-10,FR,Lyon,under £1m,2015,Seed,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,clearwaterfabr-group.example,False
Lantern Tutors BV,lantern-tutors.example,Education,201-1000,NL,Utrecht,£50m-£250m,2020,Series C+,Salesforce,none,[],False,0,lanterntuto-group.example,False
Upland Consulting Ltd,upland-consulting.example,Professional services,1-10,UK,Manchester,under £1m,2023,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",True,3,upland-consulting.example,True
Norfolk Engineering SAS,norfolk-engineering.example,Manufacturing,51-200,FR,Toulouse,£10m-£50m,2014,Series B,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,norfolkengi-group.example,False
Falcon Care BV,falcon-care.example,Healthcare,1-10,NL,Amsterdam,under £1m,2006,Bootstrapped,Spreadsheet,none,[],True,4,falconcare-group.example,False
Tidewater Partners SAS,tidewater-partners.example,Financial services,11-50,FR,Toulouse,£1m-£10m,2015,Series A,Spreadsheet,none,[],False,0,tidewater-partners.example,True
Lindenwood Software Ltd,lindenwood-software.example,Software,11-50,UK,Edinburgh,£1m-£10m,1998,Series A,No CRM,under £5k,"[""Microsoft Ads""]",False,0,lindenwood-software.example,True
Umber Digital SAS,umber-digital.example,Software,11-50,FR,Lille,under £1m,2022,Seed,Pipedrive,under £5k,"[""Meta Ads""]",False,0,umberdigi-group.example,False
Foxglove Capital BV,foxglove-capital.example,Financial services,51-200,NL,Amsterdam,£10m-£50m,1998,Series B,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,foxglove-capital.example,True
Kelvin Cloud Inc,kelvin-cloud.example,Software,1-10,US,New York,under £1m,2023,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0,kelvin-cloud.example,True
Granite Goods GmbH,granite-goods.example,Retail,201-1000,DE,Hamburg,£50m-£250m,2012,Series C+,Salesforce,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,20,granite-goods.example,True
Riverside Associates Ltd,riverside-associates.example,Professional services,11-50,UK,Bristol,£1m-£10m,2009,Seed,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,riverside-associates.example,True
Tidewater Consulting GmbH,tidewater-consulting.example,Professional services,201-1000,DE,Munich,£250m+,1976,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,14,tidewater-consulting.example,True
Valley Recruitment Inc,valley-recruitment.example,Professional services,11-50,US,Chicago,£1m-£10m,2015,Series A,Spreadsheet,under £5k,"[""Microsoft Ads""]",True,1,valleyrecr-group.example,False
Highgate Goods BV,highgate-goods.example,Retail,11-50,NL,Eindhoven,£10m-£50m,2004,Series B,Spreadsheet,under £5k,"[""Meta Ads""]",True,2,highgate-goods.example,True
Pennine Insurance GmbH,pennine-insurance.example,Financial services,1000+,DE,Munich,£250m+,2009,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,83,pennine-insurance.example,True
Quartz Dental Ltd,quartz-dental.example,Healthcare,1-10,UK,Edinburgh,under £1m,2006,Bootstrapped,Pipedrive,none,[],False,0,quartzdent-group.example,False
Jasper Software Ltd,jasper-software.example,Software,11-50,UK,Edinburgh,£1m-£10m,2018,Bootstrapped,Spreadsheet,none,[],False,0,jasper-software.example,True
Pebble Shipping Ltd,pebble-shipping.example,Logistics,201-1000,UK,Manchester,£50m-£250m,2015,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,17,pebble-shipping.example,True
Lantern Fabrication BV,lantern-fabrication.example,Manufacturing,51-200,NL,Rotterdam,£10m-£50m,1995,Private equity,Salesforce,under £5k,"[""Google Ads""]",True,6,lantern-fabrication.example,True
Falcon Outfitters Inc,falcon-outfitters.example,Retail,1-10,US,San Francisco,under £1m,2008,Seed,No CRM,none,[],False,0,falcon-outfitters.example,True
Rosewood Shipping Inc,rosewood-shipping.example,Logistics,11-50,US,San Francisco,£1m-£10m,2015,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0,rosewood-shipping.example,True
Tidewater Tutors BV,tidewater-tutors.example,Education,51-200,NL,Utrecht,£10m-£50m,2018,Series B,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",False,0,tidewatertuto-group.example,False
Clearwater Systems Inc,clearwater-systems.example,Software,1-10,US,Chicago,under £1m,2013,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,2,clearwatersyst-group.example,False
Larkspur Legal Ltd,larkspur-legal.example,Professional services,1-10,UK,Edinburgh,under £1m,2019,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0,larkspur-legal.example,True
Umber Stores Ltd,umber-stores.example,Retail,11-50,UK,Bristol,£1m-£10m,2005,Bootstrapped,HubSpot,under £5k,"[""TikTok Ads""]",False,0,umber-stores.example,True
Oldfield Capital GmbH,oldfield-capital.example,Financial services,51-200,DE,Berlin,£10m-£50m,1995,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,oldfieldcapi-group.example,False
Harbour Wealth GmbH,harbour-wealth.example,Financial services,11-50,DE,Berlin,£1m-£10m,1996,Series B,No CRM,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,harbour-wealth.example,True
Silverline Associates Inc,silverline-associates.example,Professional services,1-10,US,San Francisco,£1m-£10m,2018,Bootstrapped,HubSpot,none,[],False,0,silverline-associates.example,True
Emberly Trading Ltd,emberly-trading.example,Retail,1000+,UK,Leeds,£250m+,1986,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,81,emberly-trading.example,True
Cobalt Retail Ltd,cobalt-retail.example,Retail,51-200,UK,Manchester,£10m-£50m,2019,Private equity,Pipedrive,under £5k,"[""Meta Ads""]",False,0,cobalt-retail.example,True
Tamarind Retail Ltd,tamarind-retail.example,Retail,1-10,UK,London,under £1m,2002,Series A,HubSpot,under £5k,"[""LinkedIn Ads""]",True,3,tamarind-retail.example,True
Orchard Insurance Inc,orchard-insurance.example,Financial services,201-1000,US,New York,£50m-£250m,2014,Private equity,Salesforce,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",True,17,orchardinsu-group.example,False
Dovecote Digital Ltd,dovecote-digital.example,Software,51-200,UK,London,£10m-£50m,2003,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,9,dovecotedigi-group.example,False
Tidewater Stores Inc,tidewater-stores.example,Retail,11-50,US,Seattle,£1m-£10m,2007,Series A,HubSpot,under £5k,"[""Microsoft Ads""]",False,0,tidewater-stores.example,True
Dunmore Capital SAS,dunmore-capital.example,Financial services,1-10,FR,Lyon,under £1m,2016,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",False,0,dunmore-capital.example,True
Oakridge Recruitment BV,oakridge-recruitment.example,Professional services,1-10,NL,Amsterdam,under £1m,2015,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0,oakridge-recruitment.example,True
Greystone Advisory Ltd,greystone-advisory.example,Professional services,1-10,UK,London,under £1m,1998,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,greystone-advisory.example,True
Oakridge Transport Ltd,oakridge-transport.example,Logistics,51-200,UK,Birmingham,£1m-£10m,2023,Series A,Salesforce,none,[],True,9,oakridge-transport.example,True
Ashford Components SAS,ashford-components.example,Manufacturing,201-1000,FR,Lille,£50m-£250m,1988,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,ashford-components.example,True
Riverside Legal SAS,riverside-legal.example,Professional services,11-50,FR,Paris,£1m-£10m,2023,Bootstrapped,HubSpot,none,[],True,4,riverside-legal.example,True
Elmstead Capital GmbH,elmstead-capital.example,Financial services,1000+,DE,Frankfurt,£250m+,1978,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,54,elmstead-capital.example,True
Kingsway Associates GmbH,kingsway-associates.example,Professional services,1000+,DE,Berlin,£250m+,1991,Series C+,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,73,kingswayasso-group.example,False
Greystone Learning Inc,greystone-learning.example,Education,51-200,US,New York,£10m-£50m,2018,Seed,Pipedrive,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,greystone-learning.example,True
Dunmore Advisory Ltd,dunmore-advisory.example,Professional services,1-10,UK,London,under £1m,1995,Seed,Salesforce,under £5k,"[""Meta Ads""]",False,0,dunmore-advisory.example,True
Alder Learning Ltd,alder-learning.example,Education,11-50,UK,Birmingham,£1m-£10m,2009,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0,alder-learning.example,True
Cedar Systems Ltd,cedar-systems.example,Software,11-50,UK,Birmingham,£1m-£10m,2015,Bootstrapped,Pipedrive,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,5,cedarsyst-group.example,False
Fernhill Transport Ltd,fernhill-transport.example,Logistics,1-10,UK,Edinburgh,under £1m,2012,Bootstrapped,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",False,0,fernhill-transport.example,True
Marigold Medical SAS,marigold-medical.example,Healthcare,11-50,FR,Paris,£1m-£10m,2011,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,marigold-medical.example,True
Upland College Inc,upland-college.example,Education,11-50,US,San Francisco,£1m-£10m,2020,Bootstrapped,Spreadsheet,none,[],True,6,upland-college.example,True
Glenmoor Outfitters BV,glenmoor-outfitters.example,Retail,51-200,NL,Utrecht,£10m-£50m,2022,Series A,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,glenmoor-outfitters.example,True
Silverline Insurance Inc,silverline-insurance.example,Financial services,201-1000,US,New York,£50m-£250m,2017,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,27,silverlineinsu-group.example,False
Thornbury Care SAS,thornbury-care.example,Healthcare,51-200,FR,Lyon,£10m-£50m,2004,Bootstrapped,No CRM,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",False,0,thornbury-care.example,True
Valley Software BV,valley-software.example,Software,201-1000,NL,Rotterdam,£50m-£250m,2004,Series B,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,valley-software.example,True
Cobalt Cloud Ltd,cobalt-cloud.example,Software,1-10,UK,Birmingham,under £1m,2007,Seed,Pipedrive,under £5k,"[""LinkedIn Ads""]",True,1,cobalt-cloud.example,True
Nettlefield Digital Ltd,nettlefield-digital.example,Software,11-50,UK,Birmingham,£10m-£50m,2018,Series A,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0,nettlefield-digital.example,True
Dovecote Labs Inc,dovecote-labs.example,Software,11-50,US,Seattle,£1m-£10m,2016,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,1,dovecotelabs-group.example,False
Quartz Market Inc,quartz-market.example,Retail,1-10,US,Boston,under £1m,2019,Seed,Pipedrive,none,[],True,3,quartz-market.example,True
Pennine Capital Inc,pennine-capital.example,Financial services,11-50,US,New York,£1m-£10m,1999,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,1,pennine-capital.example,True
Tidewater Recruitment Ltd,tidewater-recruitment.example,Professional services,11-50,UK,Edinburgh,under £1m,2010,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,3,tidewater-recruitment.example,True
Brightwater College Ltd,brightwater-college.example,Education,11-50,UK,Leeds,£1m-£10m,2020,Seed,HubSpot,none,[],False,0,brightwater-college.example,True
Cobalt Insurance SAS,cobalt-insurance.example,Financial services,11-50,FR,Toulouse,£1m-£10m,2018,Bootstrapped,Salesforce,none,[],False,0,cobalt-insurance.example,True
Thornbury Haulage Ltd,thornbury-haulage.example,Logistics,1-10,UK,London,under £1m,2000,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",False,0,thornbury-haulage.example,True
Clearwater Market GmbH,clearwater-market.example,Retail,51-200,DE,Berlin,£50m-£250m,1999,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,clearwatermark-group.example,False
Juniper Works Ltd,juniper-works.example,Manufacturing,1-10,UK,Leeds,under £1m,2023,Seed,Spreadsheet,none,[],False,0,juniper-works.example,True
Bramble Software Inc,bramble-software.example,Software,11-50,US,San Francisco,£1m-£10m,2024,Bootstrapped,Salesforce,none,[],True,6,bramble-software.example,True
Yarrow Industries Inc,yarrow-industries.example,Manufacturing,201-1000,US,Boston,£10m-£50m,2000,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,26,yarrow-industries.example,True
Bramble Fabrication GmbH,bramble-fabrication.example,Manufacturing,51-200,DE,Hamburg,£10m-£50m,2003,Bootstrapped,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,12,bramble-fabrication.example,True
Willow Market Ltd,willow-market.example,Retail,51-200,UK,London,£10m-£50m,2003,Series B,HubSpot,under £5k,"[""Meta Ads""]",False,0,willow-market.example,True
Dovecote Outfitters SAS,dovecote-outfitters.example,Retail,1-10,FR,Lille,under £1m,2024,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0,dovecote-outfitters.example,True
Aurora Couriers Ltd,aurora-couriers.example,Logistics,1000+,UK,Leeds,£250m+,1966,Series B,Salesforce,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0,aurora-couriers.example,True
Meridian Fabrication Inc,meridian-fabrication.example,Manufacturing,51-200,US,New York,£10m-£50m,2004,Bootstrapped,Salesforce,none,[],True,5,meridian-fabrication.example,True
Moorland Digital Ltd,moorland-digital.example,Software,11-50,UK,London,£1m-£10m,2018,Series A,HubSpot,none,[],False,0,moorland-digital.example,True
Glenmoor Logistics Inc,glenmoor-logistics.example,Logistics,1-10,US,Chicago,under £1m,2002,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,glenmoor-logistics.example,True
Falcon Learning BV,falcon-learning.example,Education,51-200,NL,Eindhoven,£10m-£50m,2024,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,8,falcon-learning.example,True
Quartz Retail Ltd,quartz-retail.example,Retail,201-1000,UK,Leeds,£50m-£250m,1978,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,19,quartz-retail.example,True
Nimbus Wealth Ltd,nimbus-wealth.example,Financial services,1000+,UK,Birmingham,£250m+,1977,Public,Salesforce,under £5k,"[""Google Ads""]",True,58,nimbusweal-group.example,False
Valley Pharma BV,valley-pharma.example,Healthcare,201-1000,NL,Eindhoven,£10m-£50m,1991,Bootstrapped,Salesforce,£25k-£100k,"[""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0,valley-pharma.example,True
Umber Transport Inc,umber-transport.example,Logistics,201-1000,US,San Francisco,£50m-£250m,1968,Series C+,Salesforce,none,[],True,15,umber-transport.example,True
Cedar Cloud Ltd,cedar-cloud.example,Software,11-50,UK,London,under £1m,2016,Bootstrapped,Pipedrive,none,[],False,0,cedarclou-group.example,False
Lindenwood Education Inc,lindenwood-education.example,Education,11-50,US,New York,£1m-£10m,2014,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,4,lindenwood-education.example,True
Aurora Fabrication GmbH,aurora-fabrication.example,Manufacturing,11-50,DE,Munich,£1m-£10m,2023,Bootstrapped,Spreadsheet,under £5k,"[""Microsoft Ads""]",False,0,aurorafabr-group.example,False
Elmstead Outfitters GmbH,elmstead-outfitters.example,Retail,1-10,DE,Hamburg,under £1m,2019,Bootstrapped,No CRM,none,[],False,0,elmstead-outfitters.example,True
Evergreen Systems Ltd,evergreen-systems.example,Software,1-10,UK,London,under £1m,2022,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0,evergreen-systems.example,True
Meridian Accountants SAS,meridian-accountants.example,Professional services,1000+,FR,Paris,£250m+,1976,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,60,meridian-accountants.example,True
Larkspur Data Inc,larkspur-data.example,Software,1-10,US,New York,£1m-£10m,2012,Seed,Spreadsheet,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",False,0,larkspur-data.example,True
Greystone Cloud Inc,greystone-cloud.example,Software,1-10,US,Boston,under £1m,2018,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,greystone-cloud.example,True
Northwind Associates GmbH,northwind-associates.example,Professional services,1-10,DE,Hamburg,£1m-£10m,2002,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",True,2,northwindasso-group.example,False
Lantern Academy Inc,lantern-academy.example,Education,1-10,US,Chicago,under £1m,2018,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",False,0,lantern-academy.example,True
Glenmoor Goods Inc,glenmoor-goods.example,Retail,1-10,US,Boston,under £1m,2020,Bootstrapped,Pipedrive,under £5k,"[""TikTok Ads""]",False,0,glenmoor-goods.example,True
Norfolk Finance BV,norfolk-finance.example,Financial services,1-10,NL,Eindhoven,£1m-£10m,2014,Seed,HubSpot,under £5k,"[""Google Ads""]",True,3,norfolkfina-group.example,False
Highgate Systems Inc,highgate-systems.example,Software,11-50,US,San Francisco,£1m-£10m,2005,Series B,Salesforce,under £5k,"[""Google Ads""]",True,3,highgate-systems.example,True
Fernhill Pharma Inc,fernhill-pharma.example,Healthcare,1-10,US,Seattle,under £1m,2011,Seed,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,fernhillphar-group.example,False
Umber Training GmbH,umber-training.example,Education,51-200,DE,Munich,£10m-£50m,2006,Bootstrapped,Salesforce,under £5k,"[""Microsoft Ads""]",True,9,umber-training.example,True
Marigold Goods GmbH,marigold-goods.example,Retail,201-1000,DE,Frankfurt,£50m-£250m,1970,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,marigold-goods.example,True
Driftwood Lending Ltd,driftwood-lending.example,Financial services,51-200,UK,Edinburgh,£10m-£50m,2023,Series B,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,driftwood-lending.example,True
Kestrel Freight GmbH,kestrel-freight.example,Logistics,11-50,DE,Frankfurt,£1m-£10m,1996,Bootstrapped,Salesforce,none,[],True,3,kestrel-freight.example,True
Ironbridge Pharma Ltd,ironbridge-pharma.example,Healthcare,1-10,UK,Leeds,under £1m,2015,Bootstrapped,Spreadsheet,under £5k,"[""Microsoft Ads""]",False,0,ironbridge-pharma.example,True
Pennine Fabrication Ltd,pennine-fabrication.example,Manufacturing,11-50,UK,Leeds,£1m-£10m,2007,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0,pennine-fabrication.example,True
Brightwater Capital BV,brightwater-capital.example,Financial services,1-10,NL,Utrecht,under £1m,2000,Seed,No CRM,under £5k,"[""TikTok Ads""]",False,0,brightwater-capital.example,True
Beacon Advisory SAS,beacon-advisory.example,Professional services,1-10,FR,Paris,under £1m,2018,Seed,Spreadsheet,none,[],False,0,beaconadvi-group.example,False
Rosewood Finance Inc,rosewood-finance.example,Financial services,1-10,US,New York,under £1m,1997,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,6,rosewood-finance.example,True
Hawthorn Digital Ltd,hawthorn-digital.example,Software,11-50,UK,London,£1m-£10m,2006,Series B,Spreadsheet,under £5k,"[""Meta Ads""]",False,0,hawthorn-digital.example,True
Foxglove Lending Ltd,foxglove-lending.example,Financial services,11-50,UK,Birmingham,£1m-£10m,2009,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,foxglove-lending.example,True
Moorland Data Ltd,moorland-data.example,Software,11-50,UK,Birmingham,£1m-£10m,2023,Series A,HubSpot,under £5k,"[""Meta Ads""]",True,4,moorland-data.example,True
Pennine Logistics Inc,pennine-logistics.example,Logistics,11-50,US,Seattle,£1m-£10m,2010,Bootstrapped,HubSpot,none,[],True,4,pennine-logistics.example,True
Greystone Market Ltd,greystone-market.example,Retail,1-10,UK,Manchester,under £1m,2002,Bootstrapped,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0,greystone-market.example,True
Nimbus Works Inc,nimbus-works.example,Manufacturing,11-50,US,Chicago,£1m-£10m,2010,Bootstrapped,Salesforce,none,[],False,0,nimbus-works.example,True
Beacon Recruitment BV,beacon-recruitment.example,Professional services,51-200,NL,Rotterdam,£10m-£50m,2015,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,beaconrecr-group.example,False
Westbrook Logistics SAS,westbrook-logistics.example,Logistics,1000+,FR,Lyon,£250m+,1984,Series C+,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,64,westbrooklogi-group.example,False
Inkwell Finance Inc,inkwell-finance.example,Financial services,1-10,US,New York,under £1m,2012,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",True,2,inkwell-finance.example,True
Jasper Associates BV,jasper-associates.example,Professional services,201-1000,NL,Rotterdam,£50m-£250m,2001,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,28,jasper-associates.example,True
Bluebell Retail Inc,bluebell-retail.example,Retail,11-50,US,Austin,£1m-£10m,2011,Bootstrapped,Salesforce,under £5k,"[""LinkedIn Ads""]",False,0,bluebellreta-group.example,False
Northwind Manufacturing Inc,northwind-manufacturing.example,Manufacturing,11-50,US,Seattle,£1m-£10m,2018,Seed,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,northwind-manufacturing.example,True
Meridian Haulage SAS,meridian-haulage.example,Logistics,51-200,FR,Lyon,£1m-£10m,2021,Seed,HubSpot,under £5k,"[""TikTok Ads""]",True,7,meridianhaul-group.example,False
Jasper Goods Inc,jasper-goods.example,Retail,1-10,US,Chicago,under £1m,2001,Seed,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0,jaspergood-group.example,False
Heron Components Ltd,heron-components.example,Manufacturing,51-200,UK,Bristol,£10m-£50m,2001,Series A,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",False,0,heron-components.example,True
Lantern Market Inc,lantern-market.example,Retail,51-200,US,San Francisco,£10m-£50m,2010,Bootstrapped,Salesforce,none,[],False,0,lanternmark-group.example,False
Kelvin Digital BV,kelvin-digital.example,Software,11-50,NL,Eindhoven,£1m-£10m,1999,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0,kelvin-digital.example,True
Zephyr College BV,zephyr-college.example,Education,201-1000,NL,Rotterdam,£50m-£250m,2013,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,zephyrcoll-group.example,False
Ashford Medical Ltd,ashford-medical.example,Healthcare,11-50,UK,Edinburgh,£1m-£10m,1999,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",False,0,ashford-medical.example,True
